StarID	Hip	ProperName	RA	Dec	Mag
11132	15850	 	3.4028095	12.62964221	6.03
11139	15859		3.40449864	-24.3007334	7.09
11141	15861	 	3.40512911	24.72418789	5.5
11142	15863	Mirphak	3.40537459	49.86124281	1.79
11144	15866		3.40652426	-31.12703054	7.35
11145	15867		3.40652917	-57.5511496	7.44
11147	15869		3.4068355	-13.99295812	6.87
11148	15870	 	3.40725415	20.80351283	6.07
11149	15871		3.40735663	40.04389482	7.36
11151	15875		3.40795245	6.98509043	10.28
11152	15876	 	3.4082442	33.53601771	5.78
11156	15882		3.40957439	22.04036143	6.91
11157	15883		3.40959505	-45.66391936	7.05
11158	15884		3.41005822	-51.06270539	6.5
11160	15886		3.41027421	-76.746118	6.8
11163	15890	 	3.41126703	64.58599618	5.13
11170	15900	 	3.413566	9.02906504	3.61
11171	15902		3.4135989	28.65268439	7.12
11178	15919	 	3.4166294	-5.36188736	7.86
11181	15922		3.41794128	10.97650166	7.29
11184	15925	 	3.41927579	41.25728591	6.52
11185	15927		3.4193398	-4.47835116	7.22
11186	15928		3.41960435	12.48544928	7.42
11188	15930		3.41988244	-29.84307994	7.26
11191	15933		3.42021813	-37.15268114	7.16
11198	15943		3.42173756	58.69450358	6.85
11199	15944		3.42208908	40.95336389	7.24
11200	15946		3.4223077	-4.65526914	6.99
11204	15953		3.4233092	31.73111892	7.31
11208	15962		3.42531393	-6.69547933	9.54
11211	15968	 	3.42673707	-69.33659399	5.96
11212	15969		3.4267904	-27.27248949	7.4
11215	15973		3.42762192	-42.98635674	11.26
11219	15979	 	3.4299587	53.92162363	6.51
11222	15983		3.43048026	73.2076024	7.06
11224	15986		3.43212016	53.32275469	7.46
11225	15987	 	3.43217096	-35.92087386	6.39
11226	15988	 	3.4326002	49.1208226	6.09
11233	16001		3.43457524	49.74558367	7.12
11238	16012	 	3.43638051	-30.6183629	7.88
11241	16015	 	3.43660253	-41.63700538	6.33
11253	16029	 	3.43958881	-27.3176091	5.93
11259	16039		3.44272587	-53.16212447	9.71
11260	16040		3.44284842	60.28156089	7.45
11261	16041		3.44299626	63.19519701	7.27
11262	16042		3.44315595	28.71534096	6.47
11265	16048		3.44457183	72.20615669	7.13
11268	16053		3.44561264	-28.56094671	7.48
11270	16058		3.44700624	0.02616977	7.05
11272	16060		3.44804594	66.21106691	7.18
11273	16061		3.44825822	43.65578755	7.3
11276	16069	 	3.44965502	-63.49849914	8
11279	16075		3.45064101	34.42950064	6.76
11280	16077	 	3.45088801	18.75654822	6.54
11281	16079		3.4514299	48.20556953	6.85
11284	16083	 	3.45281136	9.7327724	3.73
11286	16085		3.45339022	-58.32391044	7.95
11287	16086		3.45384121	2.28022496	7.4
11290	16090		3.45400278	27.38588004	11.78
11292	16095	 	3.45518637	12.73530724	6.29
11293	16094		3.45519351	-36.26159501	9.65
11300	16108		3.45887423	5.87053873	7.19
11301	16112	 	3.45926826	-35.68133899	5.71
11302	16113		3.45969504	-39.88056214	7.1
11306	16118		3.46081951	49.59998087	6.93
11309	16124		3.46149235	-14.36655478	7.22
11310	16128		3.46215268	-43.85595489	6.73
11311	16129		3.46253762	83.52832332	7.31
11315	16134	 	3.46446475	-19.80522105	8.39
11317	16137		3.46548868	47.73599529	7.27
11318	16140		3.46622831	-77.61330094	7.41
11320	16142	 	3.46693002	-11.28648689	5.74
11321	16143		3.46705468	20.46427262	6.72
11322	16144		3.46725199	22.02385871	11.41
11324	16147	 	3.46751392	49.06293148	4.99
11329	16153		3.46930908	-12.75402662	7.39
11332	16156	 	3.46986078	-35.85341812	6.49
11335	16163		3.47146427	-57.88219147	6.69
11336	16165		3.47173095	44.37725441	6.52
11338	16168	 	3.4724111	33.80769703	5.72
11339	16169		3.47246497	-6.53044612	8.23
11343	16177	 	3.47321226	60.2557263	6.49
11345	16181	 	3.47404643	22.80427706	6.03
11346	16182		3.47429845	-13.20920591	7.15
11349	16186		3.47505103	40.17108798	7.04
11351	16188		3.47586781	43.75360781	7.21
11354	16192		3.47666788	-30.5675212	10.29
11355	16193		3.47676234	11.39060714	6.74
11363	16203		3.47962572	30.37536712	7.06
11364	16205		3.48004451	20.6241042	7.33
11365	16206		3.48027535	35.80787518	7.14
11367	16210	 	3.48119638	49.84844583	5.58
11368	16209		3.48119929	37.38503584	11.1
11369	16211		3.48156433	49.0703937	7.47
11370	16213		3.48170191	69.28273534	7.35
11372	16215		3.48184716	-33.65528088	7.16
11374	16220		3.48255743	40.18646604	7.32
11375	16221		3.48291646	14.99683271	7.38
11378	16226		3.48439015	3.2486866	6.41
11379	16227		3.48440619	1.66872788	11.81
11380	16228	 	3.48448178	59.94033461	4.21
11385	16235		3.4871521	45.04932852	7.13
11391	16242	 	3.48882207	-11.677628	9.98
11392	16244	 	3.48945286	49.50901919	4.67
11393	16245	 	3.48949623	-62.93843436	4.71
11394	16247		3.48964813	-24.10109865	9.15
11396	16251		3.49045705	-19.55446657	7.28
11397	16252	 	3.49062895	46.93793775	6.21
11401	16261		3.49305613	-23.47581001	6.88
11402	16263	 	3.4933396	-12.67474889	5.57
11405	16266	 	3.49421881	-6.80423924	6.01
11406	16268		3.49515355	16.76237441	7.05
11410	16274		3.4969608	-22.50551707	6.79
11413	16277		3.49773763	49.21350992	7.28
11417	16281	 	3.49854055	58.87875244	4.55
11419	16285	 	3.49866523	-42.63425261	5.76
11420	16289		3.49942957	-35.7485789	7.22
11421	16290	 	3.49970162	-78.35178497	5.68
11423	16292	 	3.50006398	55.45183695	5.09
11430	16303	 	3.50303656	59.36606884	6.14
11432	16307		3.50362968	55.37504941	7.05
11433	16308		3.50367107	-11.64610765	6.77
11434	16310	 	3.50377433	-41.36951768	6.12
11437	16316		3.50491206	52.89489527	7.28
11439	16319	 	3.50538592	71.86389717	6.37
11441	16322	 	3.50679886	11.33648129	5.14
11443	16324		3.50719151	-22.04859814	10.4
11444	16325		3.50732511	10.45881814	7
11445	16326		3.50749404	47.0632947	7.03
11447	16329	 	3.50842571	20.10341671	8.32
11451	16335	 	3.50957839	47.99517199	4.36
11454	16339	 	3.51024956	-47.3751741	5.98
11455	16340	 	3.51025893	48.10365477	5.82
11456	16341	 	3.51029163	-5.07516332	4.74
11457	16343		3.51057867	40.31944909	9.54
11460	16348		3.51112639	-19.43556805	7.45
11462	16350		3.51126994	-9.73032801	6.86
11466	16357		3.51250633	42.20248367	6.92
11467	16358	 	3.51260973	6.18874381	5.93
11469	16362		3.51304656	5.36704841	7.03
11470	16363		3.51324251	5.15266418	7.34
11471	16364		3.51364225	-18.46603657	7.39
11472	16365		3.51402418	-37.3722386	7.71
11474	16368	 	3.51435624	-66.4897181	5.81
11475	16369	 	3.51454638	12.93668186	4.14
11476	16370		3.51457597	-62.00798965	6.79
11487	16386		3.51762372	27.73161431	7.44
11489	16389		3.51777542	-0.48114835	6.64
11494	16394		3.51850036	50.48155481	7.37
11498	16398		3.5191965	39.14780409	7.31
11504	16405		3.52097041	20.76854985	8.08
11505	16406		3.52102023	41.72646805	7.32
11507	16409		3.52138792	-55.24925169	7.12
11508	16410		3.52218572	27.57185735	6.99
11509	16411	 	3.52242423	27.57188129	6.61
11511	16414		3.5225364	17.93817634	6.79
11514	16417		3.52346594	-59.85697854	7.41
11515	16418		3.52348015	-33.54565043	7.23
11520	16424	 	3.52482021	49.2097738	6.29
11522	16425		3.52507668	40.76003616	6.5
11523	16430		3.5258658	47.86248143	6.77
11528	16436		3.5277917	-3.49770063	7.17
11529	16437		3.52816755	78.01441295	7.32
11536	16445	 	3.52975416	14.32323236	12.27
11538	16447	 	3.53028869	49.40109538	6.41
11540	16449	 	3.5315589	-25.61411273	6.38
11541	16450		3.53164649	48.73521837	6.62
11555	16470	 	3.53571692	48.02353391	5.47
11556	16471		3.53572756	62.26798979	7.16
11558	16473		3.53595165	42.74934737	7.27
11561	16477		3.5365183	-8.12948154	10.54
11562	16478		3.53664546	11.54252545	6.79
11567	16485		3.53761159	-7.09001689	7.31
11568	16490		3.53789578	44.84069992	7.24
11569	16487		3.53821756	40.92076196	6.73
11570	16489	 	3.53880973	84.91136314	5.62
11578	16499	 	3.54064003	46.05704336	5.3
11579	16500		3.5406603	-24.61644779	7.03
11586	16509	 	3.54297683	-50.37884857	5.67
11587	16511	 	3.54331386	9.37355768	5.76
11591	16516	 	3.54416025	44.85577508	6.42
11592	16517		3.54439506	35.6594353	7.29
11593	16518	 	3.54445047	35.46172039	5.91
11596	16522		3.54533473	-61.39391855	7.3
11601	16529		3.54721544	23.69228308	8.88
11602	16530		3.54751701	5.25466146	7.33
11603	16531	 	3.54762901	-61.01698766	6.42
11607	16536	 	3.54892029	-44.70227047	11.48
11608	16537	 	3.549006	-9.45830584	3.73
11609	16538		3.54931856	16.5986619	7.03
11611	16540		3.54991925	-67.419307	7.48
11617	16552		3.55215538	35.39892715	7.29
11619	16555		3.55317784	-10.0453389	7.34
11620	16558		3.55337767	-1.86062603	7.42
11622	16560		3.55369681	7.45303427	11.17
11623	16563		3.55373137	46.25780038	8.15
11626	16570		3.55579789	47.95014257	6.6
11627	16572		3.55588863	13.78246379	6.9
11633	16580		3.55736757	65.5519645	7.18
11634	16581		3.5573993	59.4175091	8.08
11638	16587	 	3.55894164	58.7653511	6.45
11640	16589		3.55956146	-62.64065642	7.41
11641	16591	 	3.55972843	39.89959026	5.79
11646	16599	 	3.56086163	54.97486087	5.98
11649	16602	 	3.56145369	57.8686358	6.37
11652	16606		3.562447	6.92601855	7.16
11653	16607		3.56257139	-15.12758867	7.05
11656	16611	 	3.56312442	-21.63281597	4.26
11664	16624		3.5650761	-30.62800183	7.16
11666	16628	 	3.56578148	-31.08030021	6.2
11673	16641	 	3.56897787	17.83358303	6.14
11676	16646		3.57009648	73.57548098	10.3
11677	16649		3.57026255	48.61753937	7.35
11684	16661	 	3.57354119	-65.76425833	6.74
11686	16664	 	3.574062	24.46447543	5.95
11687	16666		3.57495996	-34.83229352	7.04
11691	16672	 	3.57599398	-31.87479845	6.39
11693	16677	 	3.57707198	-9.86827337	6.25
11696	16682		3.57731666	-62.55735235	6.97
11702	16690		3.57856743	-54.32239503	6.84
11704	16693		3.57922725	-62.4570237	9.43
11706	16695	 	3.58030424	6.41773268	6.49
11707	16697		3.58121463	-25.58290648	6.48
11714	16709		3.58319541	34.61139362	10.87
11715	16711	 	3.5834956	-48.41988884	8.6
11716	16712	 	3.58362095	60.04137677	6.43
11717	16713		3.58365657	32.01687284	6.66
11721	16717		3.58437694	-24.30739372	7.42
11722	16719		3.58505692	38.58574065	7.01
11725	16722		3.58554125	-57.81037311	7.42
11726	16723		3.58615376	5.71409597	7.48
11728	16725	 	3.58674837	73.34698742	6.56
11743	16747		3.59067142	35.47992243	8.43
11747	16757		3.59384234	31.68044276	6.86
11757	16772		3.59716695	-43.71642828	7.02
11762	16779		3.59923606	-5.12494411	6.49
11763	16780	 	3.5993478	-11.19397792	5.56
11764	16782		3.59957528	47.09109076	6.89
11765	16783		3.5998099	-23.51803212	8.85
11767	16786		3.60009116	8.7601376	12.45
11768	16788		3.60093075	16.46808013	7.65
11769	16789		3.60105791	63.28812241	7.33
11770	16790		3.6012701	46.58446479	7.32
11771	16791		3.60135402	27.59320486	7.39
11782	16803	 	3.60483116	-17.46704107	5.24
11786	16810		3.60608629	55.88686599	6.81
11789	16813		3.60674549	20.06773445	7.47
11790	16816		3.60694565	-19.37671629	7.34
11791	16815		3.60695269	-79.09864272	6.84
11793	16820		3.60727182	52.9314288	7.21
11798	16826	 	3.60815558	48.19270068	4.32
11799	16827	 	3.60838438	-78.32308914	6.29
11803	16835		3.61105316	29.22404365	6.53
11808	16843		3.61302992	34.34767205	6.88
11810	16846	 	3.61314132	0.58815498	5.82
11814	16851		3.61427468	-33.78071194	6.93
11815	16852	 	3.61458859	0.40283316	4.28
11816	16853		3.61481189	-49.95801756	7.62
11817	16856		3.61525782	35.05208802	7.46
11819	16858		3.6156918	-28.13704401	10.93
11820	16859		3.61612074	23.21111378	6.72
11821	16860		3.61615318	-28.13086406	8.86
11824	16868		3.61794932	-36.29224569	7.24
11826	16870	 	3.61824392	-40.27451075	4.57
11830	16876		3.61919661	-29.83006551	7.3
11832	16879		3.61968994	25.99175641	7.28
11841	16897		3.62313292	40.08977982	7.01
11844	16900		3.62445101	31.12017469	6.96
11850	16908		3.62635701	21.34324066	9.35
11852	16913		3.62732762	1.12255048	7.37
11853	16914		3.62808265	-74.82256689	6.89
11855	16917		3.62893061	56.73938634	6.53
11856	16921		3.62928801	-15.48486589	7.05
11858	16924	 	3.62994957	15.43062339	6.4
11859	16925		3.63052442	4.14543075	7.22
11860	16926		3.63065705	0.14110013	7.18
11864	16933		3.63175732	-2.51170645	9.63
11866	16935		3.63229176	37.4309007	7.34
11868	16938	 	3.63337956	42.58290278	6.41
11875	16952		3.63478981	-57.28533323	7.43
11877	16958		3.63608934	-31.29962054	7.25
11878	16959		3.63616879	-59.77648614	6.96
11881	16962		3.63696349	49.08303653	7.18
11883	16966		3.63765643	47.57704633	7.45
11887	16972		3.63856385	44.80181716	7.22
11888	16974	 	3.63880687	56.93279793	6.29
11897	16985		3.64065885	15.14977475	7.35
11898	16986		3.64081247	49.20571509	6.87
11900	16989	 	3.64145951	-7.39170945	5.86
11907	16997		3.64343419	74.73786691	7.49
11909	17000		3.64464113	22.6597217	6.71
11910	17002		3.64505382	-35.20429862	7.04
11914	17007	 	3.64657151	-27.94311708	6.01
11917	17012		3.64726775	-8.50693238	7.28
11919	17015		3.64841861	42.39372844	8.98
11920	17017		3.64847912	-1.52542754	7.34
11921	17018		3.64863281	2.76354582	7.22
11923	17022		3.64926105	42.53859836	6.73
11925	17024		3.64965051	0.79656988	8.66
11926	17026	 	3.65001747	20.91584806	6.5
11927	17027	 	3.65031269	-5.62570656	5.97
11930	17034		3.65186383	24.70298281	7.11
11936	17043		3.65366361	21.84335278	7.27
11939	17049		3.6547349	13.8917364	6.67
11944	17056	 	3.65697093	75.73960152	6.25
11945	17057	 	3.65706175	-10.43702564	6.19
11946	17058	 	3.65714657	16.53676604	6.18
11955	17075		3.65906728	59.44542159	6.9
11956	17076		3.65930064	18.38538271	8.24
11959	17082		3.66019961	-17.36504821	6.86
11962	17086	 	3.66065391	-3.3928423	6.22
11964	17089		3.66089775	-56.23462699	6.85
11967	17096		3.66202292	-52.91561462	7.12
11968	17097		3.66234279	-1.5924022	7.47
11969	17098		3.66254438	56.38304102	6.53
11970	17099		3.66262843	-40.35223406	6.55
11971	17101		3.66309971	-6.77720997	6.96
11972	17102	 	3.66360797	33.47343115	9.07
11973	17103	 	3.66420657	3.05684307	5.55
11975	17107		3.66478437	-10.94676114	7.01
11976	17108		3.66484866	-28.51122346	6.94
11981	17118		3.66629013	63.87076052	6.81
11982	17119		3.66634576	64.28548417	7.38
11983	17120	 	3.66654153	-1.12121089	6.12
11989	17126		3.66811318	63.87494842	8.21
11990	17129		3.66867791	34.11646037	6.82
11992	17132		3.66926484	-1.89674759	7.28
11994	17135		3.66965711	-9.03913188	6.92
11995	17136	 	3.66984435	-15.22649985	6.35
11997	17138		3.67013245	-19.59286192	6.91
12000	17142		3.67103127	7.58537926	7.45
12003	17145		3.67210058	-43.24078049	7.35
12004	17148		3.67266191	21.40572337	7.16
12005	17147	 	3.67268377	-3.21646054	6.68
12010	17155		3.67445493	5.12589327	6.61
12012	17157		3.67480611	-47.92538868	9.59
12016	17165		3.67620142	-2.21995947	9.58
12017	17167	 	3.67731475	-5.21069726	5.53
12018	17168		3.6774321	28.7734294	6.86
12020	17170		3.67782165	-19.47301202	6.82
12022	17173		3.67794923	46.02336008	7.4
12027	17181	 	3.67952872	25.32952639	6.11
12029	17183	 	3.67978168	-2.33214712	6.96
12030	17184		3.68007504	-81.78962263	8.65
12031	17186		3.68035933	-27.96967879	7.14
12032	17187		3.68041605	31.82651813	8.78
12039	17196		3.68225649	41.18857606	7.17
12042	17203	 	3.68551145	37.58026421	5.55
12043	17204		3.6859509	-40.76839495	7.43
12046	17207	 	3.68626297	3.61195407	9.59
12049	17211		3.68663782	58.84508619	6.84
12051	17213		3.68708273	75.39936585	9.46
12052	17214	 	3.68715289	-11.80249015	6.49
12053	17217		3.68776902	45.89582949	7.93
12055	17220		3.68844074	28.70279174	6.88
12057	17223	 	3.68955423	-19.58439723	6.58
12068	17240		3.69225829	10.08182042	7.25
12070	17243		3.69286777	-14.29923793	7.29
12072	17248		3.69366067	55.21884753	11.34
12078	17255	 	3.69568738	-51.42577997	9.07
12079	17256		3.69599144	-47.77580834	6.96
12080	17257		3.69671377	62.6484507	6.99
12084	17264		3.69736925	-62.76696977	9.73
12085	17265		3.69772055	-10.69721737	8.25
12087	17268		3.69842088	-14.36317974	7.05
12093	17276		3.69974828	-24.65215153	6.77
12094	17278		3.70011686	46.68876903	11.86
12107	17296	 	3.70259638	63.21675891	5.06
12109	17298		3.70275453	-45.95792132	6.5
12114	17304	 	3.70413865	-31.93839587	4.99
12115	17305		3.7044182	22.78663999	7.4
12117	17309	 	3.70526244	19.70028593	5.68
12120	17313	 	3.70628987	33.96503899	4.97
12121	17314		3.70633801	-50.79578868	7.35
12124	17320		3.70767219	32.93945824	6.77
12128	17328	 	3.70908051	-85.26202284	6.4
12129	17329		3.70955352	-64.19538847	7.36
12132	17336		3.71026742	17.29342647	7.07
12133	17337		3.71035331	8.63467378	7.05
12137	17342	 	3.71187061	59.96938466	5.74
12141	17346	 	3.71240572	-24.46541637	9.2
12142	17347		3.7125476	69.84571989	6.98
12145	17351	 	3.71392279	-37.31334485	4.59
12151	17358	 	3.71541169	47.7876533	3.01
12154	17364		3.7179533	-50.64429882	6.97
12155	17365		3.71842795	-12.89441202	10.87
12160	17370		3.71920499	-61.50870769	7.45
12162	17373		3.71944965	-31.01927056	7.07
12165	17378	 	3.72082113	-9.76519868	3.53
12167	17383		3.72288586	-2.06948021	7.14
12174	17394		3.72515932	-61.62615177	7.48
12175	17395	 	3.72606623	-10.48561144	5.59
12176	17396		3.72675814	-2.07783788	7.29
12177	17398		3.7275399	-61.27013079	10.61
12181	17405	 	3.72920894	16.66802202	9.96
12182	17406		3.7293333	-9.60299388	7.2
12183	17407		3.72945205	26.38115414	7.35
12184	17408	 	3.72976152	19.66516969	6.13
12185	17409		3.72983527	42.60398732	7.48
12188	17414	 	3.73124109	16.67279765	10.81
12191	17420		3.73198654	-19.11127994	7.1
12192	17422		3.73274823	-28.62858849	7.25
12201	17436	 	3.73510003	-40.66008603	6.45
12202	17437	 	3.73511872	48.52368506	6.06
12204	17439	 	3.73583823	-38.28247293	6.99
12205	17440	 	3.73654302	-64.80709398	3.85
12208	17445		3.73788785	-54.47810974	7.32
12210	17447		3.73850695	-41.89765877	7.48
12211	17448	 	3.73864623	32.28827325	3.84
12214	17453	 	3.74116302	20.9287701	6.09
12217	17457	 	3.74180777	-1.16307844	5.24
12218	17458		3.74189045	34.97351981	10.63
12220	17460	 	3.74205467	36.46020384	5.6
12222	17464	 	3.74274018	-54.27418613	6.29
12226	17470		3.74367062	27.89763436	6.75
12227	17472		3.74429398	10.17850521	8.62
12230	17475	 	3.74469737	46.09987096	6.1
12234	17482		3.74580541	27.92146034	6.86
12235	17483		3.7459592	-38.81814079	7.51
12238	17486		3.74635111	-70.02641392	7.42
12241	17489	 	3.74672281	24.28957712	5.45
12243	17491	 	3.74683113	46.03608464	7.71
12245	17493	 	3.74735168	-48.06111837	6.49
12248	17496	 	3.7474828	11.91969372	9.15
12251	17499	 	3.7479232	24.1134484	3.72
12255	17506	 	3.74901737	-0.29671559	5.56
12263	17519		3.75075461	2.62140091	6.65
12267	17523		3.75197042	74.54253422	6.71
12268	17524		3.75226108	-63.72909275	7.36
12270	17527	 	3.75270189	24.83937337	5.66
12271	17529	 	3.75323428	42.57854437	3.77
12273	17531	 	3.75346725	24.46737879	4.3
12276	17534	 	3.75441089	-47.35945424	5.72
12277	17535		3.75441921	-60.90998511	10.88
12279	17539		3.75560605	-20.52396416	7.44
12283	17543		3.75658222	-71.65823679	6.26
12284	17544	 	3.75664477	-27.86282003	8.25
12286	17547		3.75764528	28.66882772	7.41
12287	17548		3.75764966	47.66041482	7.18
12288	17549		3.75862327	42.006997	6.89
12292	17553		3.7592052	-25.91547727	6.97
12296	17558		3.76030896	38.6762189	6.45
12298	17563	 	3.76123067	6.05002905	5.34
12304	17572		3.76355612	23.14725691	6.85
12305	17573	 	3.76377586	24.36785796	3.87
12306	17575		3.76404515	55.06387744	6.83
12309	17578		3.76485212	0.22268183	7.4
12310	17579	 	3.76512885	24.55462128	5.76
12314	17584	 	3.76645697	45.68194432	5.66
12315	17585	 	3.76689324	67.20188088	5.79
12316	17587	 	3.76731462	63.34506772	4.78
12317	17588	 	3.76746878	24.5280059	6.43
12320	17593	 	3.76902844	-12.1017353	4.43
12322	17595	 	3.76926774	6.80365522	5.91
12327	17601		3.77035347	-9.88280497	6.87
12328	17602		3.77052376	71.61810704	6.97
12332	17608	 	3.77210009	23.94846207	4.14
12333	17609	 	3.77219125	26.21598281	9.61
12337	17617		3.77395529	13.50916609	6.88
12338	17618	 	3.77428437	-29.33816606	5.91
12340	17621		3.77505688	-22.30057678	11.13
12347	17631		3.77801818	32.29020752	6.68
12350	17635		3.77827377	-25.35730703	7.18
12357	17651	 	3.78083028	-23.248438	4.22
12361	17659		3.78226136	-14.47828899	7.49
12366	17664		3.78316206	24.52023417	6.83
12368	17667		3.78356774	-30.0551521	7.06
12369	17666	 	3.78379158	41.43027841	8.15
12371	17670		3.78433219	8.95482354	7.12
12374	17675		3.78627285	51.70657022	6.9
12376	17678	 	3.78728653	-74.23924251	3.26
12377	17681		3.78780574	44.07381817	7.06
12380	17684		3.78810116	23.72681291	6.98
12382	17688		3.78881614	-50.75387949	6.58
12383	17689	 	3.78885115	-29.90158791	6.54
12385	17692		3.78915458	23.80345386	6.99
12386	17693		3.78952092	-29.46852978	6.93
12388	17695		3.78978779	-1.97154152	11.59
12393	17702	Alcyone	3.79140671	24.10524193	2.85
12394	17704		3.79151162	24.28845287	6.83
12396	17707	 	3.79225544	55.92204893	6.09
12403	17717	 	3.79433898	-23.87479582	5.24
12404	17718		3.79446268	51.52889435	7.34
12405	17719		3.79467056	39.16038643	10.23
12406	17720		3.7947165	-69.88881017	7.44
12413	17731		3.79653251	-4.83676046	7.42
12414	17732	 	3.79695464	32.19549815	6.26
12416	17734	 	3.79711219	-36.10582931	6.21
12417	17735	 	3.79796185	33.59988271	6.57
12418	17736		3.79842037	52.46818659	9.82
12420	17738	 	3.79889527	-30.16732063	5.52
12422	17743	 	3.79953566	2.78885403	11.04
12423	17744		3.79968562	-2.86142225	6.98
12424	17745		3.79973882	-26.32861614	6.97
12426	17747		3.80009245	40.53058407	7.25
12427	17748	 	3.80018457	-64.83682576	7.85
12428	17749	 	3.8002318	68.67228707	9.33
12429	17750		3.80037257	68.67688918	9.41
12435	17759		3.8018218	24.98848495	6.44
12439	17764		3.80314755	-74.69417637	7.13
12440	17766		3.80326671	7.14622798	10.85
12444	17771	 	3.80451445	11.14336637	5.08
12445	17772	 	3.80502246	50.73677203	6.18
12447	17776	 	3.80577895	23.42136355	5.44
12450	17779		3.80620507	8.58042083	7.4
12451	17781		3.80626766	42.88107555	7.39
12454	17785		3.80688697	-54.29380608	6.89
12458	17790		3.80831154	57.76762299	8.5
12459	17791		3.80835663	24.34562875	6.96
12460	17792		3.80853464	9.64592314	6.68
12462	17794		3.80913296	15.20221478	9.45
12464	17798	 	3.80992305	-20.90293608	5.81
12466	17797	 	3.80995081	-37.62012878	4.3
12468	17802		3.81052805	-70.35969166	7.33
12471	17805	 	3.81081008	0.22787124	5.91
12472	17806		3.81084851	-6.81581061	8.01
12473	17807		3.81097881	51.37601401	7.28
12475	17810		3.81119786	78.11931955	7.13
12480	17815		3.81211822	34.31034124	7.12
12483	17819		3.81299037	-40.39936137	7.24
12485	17821		3.81320311	-7.01491497	7.02
12486	17824		3.81417074	-55.00005649	7.18
12488	17827		3.81504878	50.840463	7.36
12490	17830		3.81561739	16.45973849	7.22
12492	17832		3.81580864	23.85727243	6.47
12497	17838		3.81674134	-26.03255032	6.95
12501	17845		3.81869263	32.26429158	7.45
12502	17846	 	3.818923	43.96302293	5.95
12503	17847	 	3.81936977	24.05352412	3.62
12506	17851	 	3.81977891	24.13682565	5.05
12507	17852		3.81990886	-17.97145736	8.52
12509	17854	 	3.82047243	70.87120237	5.4
12511	17856		3.82195897	-1.45315956	6.55
12512	17858	 	3.82214599	57.11832721	6.46
12514	17861		3.82262317	-36.0924871	6.75
12515	17862		3.822705	24.38106408	6.62
12520	17872		3.8240777	57.12224319	7.18
12522	17874	 	3.82424469	-36.2001125	4.17
12523	17877		3.82432527	52.65540783	6.73
12525	17881		3.82500877	80.32243629	7.16
12528	17884	 	3.82535706	65.52600645	4.39
12529	17886	 	3.82575068	33.09138142	5.14
12530	17888		3.82651785	1.34974167	8.58
12531	17889		3.82661161	-52.08001129	7.45
12532	17891	 	3.82683922	63.29710438	5.82
12533	17892		3.8272691	22.53359202	7.01
12534	17893		3.82727754	67.16556878	7.05
12535	17895		3.82741177	-2.32846723	7.22
12538	17900	 	3.82875549	23.71196331	6.17
12540	17903		3.82884484	-13.88642827	8.89
12544	17907		3.82957749	9.40755457	6.77
12547	17912		3.83037432	-42.72758216	7.35
12553	17921	 	3.83196055	22.24426286	6.05
12554	17923		3.83278975	23.84880339	6.73
12555	17925		3.834057	-45.38538778	6.93
12556	17928		3.83426765	22.59178984	7.29
12557	17929		3.83428056	61.79831829	7.35
12558	17930		3.83428206	37.87399936	6.61
12559	17932	 	3.83456984	44.96792105	5.65
12563	17936		3.83579229	6.62078655	7.72
12571	17943		3.83700943	34.8202987	6.77
12572	17946		3.83719814	-18.74599408	7.38
12575	17950		3.83780674	-1.52263503	6.47
12576	17951		3.83793057	-32.28541714	6.93
12579	17954	 	3.83858744	25.57964862	5.24
12580	17955		3.83860587	-75.89561098	7.35
12581	17956		3.83875558	-23.82858644	9.85
12583	17959	 	3.83929883	71.33236777	4.59
12584	17960		3.83969397	17.47697953	7.5
12586	17962		3.84024698	17.24656274	9.46
12587	17963		3.84029835	52.48190794	6.97
12592	17969		3.84168779	34.05233191	7.17
12594	17972	 	3.84270006	63.45571636	11.39
12597	17976		3.84297536	-30.6898994	7.02
12599	17978		3.8431476	-42.56704861	8.61
12602	17982	 	3.84376367	-36.42561968	6.86
12605	17988		3.84498503	1.56394746	6.6
12610	17993		3.84564655	-38.98196579	7.05
12614	17999		3.84789343	23.96158078	6.95
12624	18012		3.8501292	69.10282468	7.11
12626	18018	 	3.8508382	23.90376782	10.23
12636	18033	 	3.85440483	13.0461317	6.3
12643	18046		3.85702778	25.16295722	6.79
12647	18052		3.85865528	-21.28095894	6.59
12649	18055		3.85902614	-56.29401963	7.48
12652	18059	 	3.8601701	22.03142901	6.71
12656	18067	 	3.8615973	68.50753643	6.31
12657	18066		3.8616075	-47.31693365	6.7
12660	18070		3.86216239	70.50812473	7.49
12661	18071		3.86231674	44.95309357	11.51
12668	18081	 	3.86492121	34.3591292	5.78
12669	18083		3.86539459	-11.96812705	7.32
12670	18085		3.86587172	-12.8262474	10.94
12672	18088		3.86668516	60.33653242	6.91
12673	18089	 	3.86672901	6.53491424	5.66
12674	18090		3.86674288	39.7958185	9.47
12676	18094	 	3.86790393	31.16866588	6.22
12678	18097		3.86818528	22.67245692	7.57
12684	18104		3.8690796	-1.14877013	6.77
12685	18106		3.86985446	25.16347704	6.77
12688	18109		3.87141212	-0.65561414	6.82
12690	18111		3.87193213	34.22212431	7.43
12692	18113		3.87241048	62.34481973	6.73
12694	18115		3.87302527	-22.88297082	11.44
12699	18122		3.87523706	-5.05421215	6.74
